------------ Generated ActiGraph data date format M/d/yyyy at 80 Hz  -----------
Start Time 09:30:05.500
Start Date 1/1/2000
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
0.831,1.028,0.791
0.836,1.038,0.810
0.841,1.047,0.828
0.846,1.056,0.844
0.850,1.064,0.858
0.854,1.071,0.871
0.857,1.077,0.882
0.860,1.082,0.891
0.862,1.086,0.899
0.864,1.089,0.904
0.866,1.092,0.908
0.867,1.093,0.909
0.867,1.093,0.909
0.867,1.093,0.906
0.866,1.091,0.902
0.865,1.088,0.895
0.864,1.085,0.887
0.862,1.080,0.877
0.860,1.075,0.865
0.857,1.069,0.852
0.854,1.062,0.837
0.850,1.054,0.820
0.846,1.046,0.802
0.842,1.037,0.783
0.837,1.027,0.763
0.833,1.017,0.741
0.828,1.006,0.719
0.822,0.995,0.696
0.817,0.984,0.672
0.812,0.973,0.648
0.806,0.961,0.623
0.800,0.949,0.599
0.795,0.937,0.574
0.789,0.926,0.550
0.784,0.914,0.526
0.778,0.903,0.502
0.773,0.892,0.479
0.768,0.881,0.456
0.763,0.871,0.435
0.759,0.861,0.415
0.755,0.852,0.395
0.751,0.844,0.377
0.747,0.836,0.361
0.744,0.829,0.346
0.741,0.823,0.332
0.739,0.818,0.320
0.737,0.813,0.310
0.735,0.810,0.302
0.734,0.807,0.296
0.734,0.806,0.291
0.734,0.805,0.289
0.734,0.805,0.289
0.735,0.807,0.290
0.736,0.809,0.293
0.738,0.812,0.299
0.741,0.816,0.306
0.744,0.821,0.315
0.747,0.827,0.326
0.751,0.834,0.339
0.755,0.842,0.354
0.759,0.851,0.370
0.764,0.860,0.387
0.770,0.870,0.406
0.775,0.881,0.426
0.781,0.892,0.448
0.787,0.904,0.470
0.794,0.916,0.493
0.800,0.929,0.517
0.807,0.942,0.542
0.814,0.955,0.567
0.821,0.968,0.593
0.828,0.981,0.618
0.835,0.995,0.644
0.842,1.008,0.669
0.849,1.021,0.694
0.855,1.034,0.719
0.862,1.047,0.743
0.868,1.059,0.766
0.874,1.071,0.789
0.880,1.082,0.810
0.886,1.093,0.830
0.891,1.103,0.849
0.896,1.112,0.867
0.901,1.120,0.883
0.905,1.128,0.897
0.909,1.135,0.910
0.912,1.141,0.921
0.915,1.146,0.930
0.917,1.151,0.938
0.919,1.154,0.943
0.921,1.156,0.946
0.922,1.157,0.948
0.922,1.158,0.947
0.922,1.157,0.945
0.921,1.155,0.941
0.920,1.153,0.934
0.919,1.149,0.926
0.917,1.145,0.916
0.915,1.140,0.904
0.912,1.133,0.891
0.909,1.126,0.876
0.905,1.119,0.859
0.901,1.110,0.841
0.897,1.101,0.822
0.892,1.092,0.801
0.888,1.081,0.780
0.883,1.071,0.758
0.877,1.060,0.735
0.872,1.048,0.711
0.866,1.037,0.687
0.861,1.025,0.662
0.855,1.014,0.638
0.850,1.002,0.613
0.844,0.990,0.588
0.839,0.979,0.564
0.833,0.967,0.541
0.828,0.956,0.518
0.823,0.946,0.495
0.818,0.936,0.474
0.814,0.926,0.453
0.810,0.917,0.434
0.806,0.908,0.416
0.802,0.901,0.400
0.799,0.894,0.384
0.796,0.888,0.371
0.794,0.882,0.359
0.792,0.878,0.349
0.790,0.874,0.341
0.789,0.872,0.335
0.789,0.870,0.330
0.789,0.869,0.328
0.789,0.870,0.327
0.790,0.871,0.329
0.791,0.873,0.332
0.793,0.876,0.337
0.796,0.881,0.345
0.799,0.886,0.354
0.802,0.892,0.365
0.806,0.899,0.378
0.810,0.907,0.392
0.814,0.915,0.408
0.819,0.925,0.426
0.825,0.935,0.445
0.830,0.945,0.465
0.836,0.956,0.486
0.842,0.968,0.509
0.849,0.980,0.532
0.855,0.993,0.556
0.862,1.006,0.581
0.869,1.019,0.606
0.876,1.032,0.631
0.883,1.046,0.657
0.890,1.059,0.682
0.897,1.072,0.708
0.904,1.085,0.733
0.910,1.098,0.758
0.917,1.111,0.782
0.923,1.123,0.805
0.929,1.135,0.827
0.935,1.146,0.849
0.941,1.157,0.869
0.946,1.167,0.888
0.951,1.176,0.905
0.956,1.185,0.921
0.960,1.193,0.936
0.964,1.200,0.949
0.967,1.206,0.960
0.970,1.211,0.969
0.972,1.215,0.976
0.974,1.218,0.981
0.976,1.220,0.985
0.977,1.222,0.986
0.977,1.222,0.986
0.977,1.221,0.983
0.976,1.220,0.979
0.975,1.217,0.973
0.974,1.214,0.964
0.972,1.209,0.954
0.970,1.204,0.943
0.967,1.198,0.929
0.964,1.191,0.914
0.960,1.183,0.897
0.956,1.175,0.879
0.952,1.165,0.860
0.947,1.156,0.840
0.943,1.146,0.818
0.937,1.135,0.796
0.932,1.124,0.773
0.927,1.113,0.749
0.921,1.101,0.725
0.916,1.090,0.700
0.910,1.078,0.676
0.905,1.066,0.651
0.899,1.054,0.627
0.894,1.043,0.603
0.888,1.032,0.579
0.883,1.021,0.556
0.878,1.010,0.533
0.873,1.000,0.512
0.869,0.990,0.492
0.865,0.981,0.472
0.861,0.973,0.454
0.857,0.965,0.438
0.854,0.958,0.423
0.851,0.952,0.409
0.849,0.946,0.397
0.847,0.942,0.387
0.845,0.938,0.379
0.844,0.936,0.373
0.844,0.934,0.368
0.844,0.934,0.366
0.844,0.934,0.365
0.845,0.935,0.367
0.846,0.937,0.370
0.848,0.941,0.376
0.851,0.945,0.383
0.854,0.950,0.392
0.857,0.956,0.403
0.861,0.963,0.416
0.865,0.971,0.430
0.869,0.979,0.446
0.874,0.989,0.464
0.880,0.999,0.483
0.885,1.009,0.503
0.891,1.021,0.524
0.897,1.032,0.547
0.904,1.045,0.570
0.910,1.057,0.594
0.917,1.070,0.619
0.924,1.083,0.644
0.931,1.097,0.669
0.938,1.110,0.695
0.945,1.123,0.720
0.952,1.137,0.746
0.958,1.150,0.771
0.965,1.163,0.796
0.972,1.175,0.820
0.978,1.187,0.843
0.984,1.199,0.865
0.990,1.210,0.887
0.996,1.221,0.907
1.001,1.231,0.926
1.006,1.240,0.943
1.011,1.249,0.959
1.015,1.257,0.974
1.019,1.264,0.987
1.022,1.270,0.997
1.025,1.275,1.007
1.027,1.279,1.014
1.029,1.282,1.019
1.031,1.285,1.023
1.031,1.286,1.024
1.032,1.286,1.024
1.032,1.286,1.021
1.031,1.284,1.017
1.030,1.281,1.010
1.029,1.278,1.002
1.027,1.273,0.992
1.024,1.268,0.980
1.022,1.262,0.967
1.018,1.255,0.952
1.015,1.247,0.935
1.011,1.239,0.917
1.007,1.230,0.898
1.002,1.220,0.878
0.997,1.210,0.856
0.992,1.199,0.834
0.987,1.188,0.811
0.982,1.177,0.787
0.976,1.165,0.763
0.971,1.154,0.738
0.965,1.142,0.714
0.960,1.130,0.689
0.954,1.118,0.664
0.949,1.107,0.640
0.943,1.096,0.617
0.938,1.085,0.593
0.933,1.074,0.571
0.928,1.064,0.550
0.924,1.054,0.529
0.919,1.045,0.510
0.915,1.037,0.492
0.912,1.029,0.475
0.909,1.022,0.460
0.906,1.016,0.447
0.904,1.010,0.435
0.902,1.006,0.425
0.900,1.002,0.417
0.899,1.000,0.410
0.899,0.998,0.406
0.898,0.998,0.403
0.899,0.998,0.403
0.900,0.999,0.404
0.901,1.001,0.408
0.903,1.005,0.413
0.906,1.009,0.420
0.908,1.014,0.430
0.912,1.020,0.441
0.916,1.027,0.453
0.920,1.035,0.468
0.924,1.043,0.484
0.929,1.053,0.501
0.935,1.063,0.520
0.940,1.073,0.540
0.946,1.085,0.562
0.952,1.096,0.584
0.959,1.109,0.607
0.965,1.121,0.632
0.972,1.134,0.656
0.979,1.147,0.681
0.986,1.160,0.707
0.993,1.174,0.732
1.000,1.187,0.758
1.007,1.200,0.783
1.013,1.214,0.808
1.020,1.226,0.833
1.027,1.239,0.857
1.033,1.251,0.880
1.039,1.263,0.903
1.045,1.274,0.924
1.051,1.285,0.944
1.056,1.295,0.963
1.061,1.304,0.981
1.066,1.313,0.997
1.070,1.321,1.011
1.074,1.328,1.024
1.077,1.334,1.035
1.080,1.339,1.044
1.082,1.343,1.051
1.084,1.346,1.057
1.085,1.348,1.060
1.086,1.350,1.062
1.087,1.350,1.061
1.087,1.349,1.059
1.086,1.348,1.054
1.085,1.345,1.048
1.084,1.342,1.040
1.082,1.337,1.029
1.079,1.332,1.018
1.077,1.326,1.004
1.073,1.319,0.989
1.070,1.311,0.972
1.066,1.302,0.954
1.062,1.293,0.935
1.057,1.284,0.915
1.052,1.274,0.893
1.047,1.263,0.871
1.042,1.252,0.848
1.037,1.241,0.824
1.031,1.229,0.800
1.026,1.217,0.775
1.020,1.206,0.751
1.014,1.194,0.726
1.009,1.182,0.702
1.003,1.171,0.677
0.998,1.159,0.654
0.993,1.148,0.631
0.988,1.138,0.608
0.983,1.128,0.587
0.979,1.118,0.566
0.974,1.109,0.547
0.970,1.101,0.529
0.967,1.093,0.513
0.964,1.086,0.497
0.961,1.080,0.484
0.958,1.074,0.472
0.956,1.070,0.462
0.955,1.066,0.454
0.954,1.064,0.447
0.953,1.062,0.443
0.953,1.061,0.441
0.954,1.062,0.440
0.955,1.063,0.441
0.956,1.065,0.445
0.958,1.068,0.450
0.960,1.073,0.457
0.963,1.078,0.467
0.967,1.084,0.478
0.970,1.091,0.490
0.975,1.099,0.505
0.979,1.107,0.521
0.984,1.116,0.538
0.989,1.126,0.557
0.995,1.137,0.577
1.001,1.148,0.599
1.007,1.160,0.621
1.013,1.172,0.644
1.020,1.185,0.668
1.027,1.198,0.693
1.034,1.211,0.718
1.041,1.224,0.744
1.047,1.238,0.769
1.054,1.251,0.795
1.061,1.264,0.820
1.068,1.277,0.845
1.075,1.290,0.870
1.082,1.303,0.894
1.088,1.315,0.917
1.094,1.327,0.940
1.100,1.338,0.961
1.106,1.349,0.981
1.111,1.359,1.000
1.116,1.368,1.018
1.120,1.377,1.034
1.125,1.384,1.048
1.128,1.391,1.061
1.132,1.397,1.072
1.135,1.402,1.081
1.137,1.407,1.088
1.139,1.410,1.093
1.140,1.412,1.097
1.141,1.413,1.098
1.142,1.414,1.098
1.142,1.413,1.095
1.141,1.411,1.091
1.140,1.409,1.084
1.139,1.405,1.076
1.137,1.401,1.066
1.134,1.395,1.054
1.131,1.389,1.041
1.128,1.382,1.026
1.125,1.375,1.009
1.121,1.366,0.991
1.116,1.357,0.972
1.112,1.347,0.951
1.107,1.337,0.930
1.102,1.327,0.908
1.097,1.316,0.884
1.091,1.304,0.861
1.086,1.293,0.837
1.080,1.281,0.812
1.075,1.269,0.787
1.069,1.258,0.763
1.064,1.246,0.738
1.058,1.234,0.714
1.053,1.223,0.690
1.048,1.212,0.667
1.043,1.201,0.645
1.038,1.191,0.623
1.033,1.182,0.603
1.029,1.173,0.584
1.025,1.164,0.566
1.022,1.156,0.549
1.018,1.149,0.534
1.016,1.143,0.520
1.013,1.138,0.509
1.011,1.133,0.499
1.010,1.130,0.490
1.009,1.127,0.484
1.008,1.126,0.479
1.008,1.125,0.477
1.009,1.125,0.476
1.009,1.126,0.478
1.011,1.129,0.481
1.013,1.132,0.487
1.015,1.136,0.494
1.018,1.141,0.503
1.021,1.147,0.514
1.025,1.154,0.527
1.029,1.162,0.541
1.034,1.171,0.557
1.039,1.180,0.575
1.044,1.190,0.594
1.050,1.201,0.614
1.056,1.212,0.635
1.062,1.224,0.657
1.068,1.236,0.681
1.075,1.248,0.705
1.082,1.261,0.729
1.088,1.274,0.755
1.095,1.288,0.780
1.102,1.301,0.805
1.109,1.314,0.831
1.116,1.328,0.856
1.123,1.341,0.882
1.130,1.354,0.906
1.136,1.366,0.930
1.143,1.378,0.953
1.149,1.390,0.976
1.155,1.401,0.997
1.160,1.412,1.017
1.166,1.422,1.036
1.171,1.431,1.054
1.175,1.440,1.070
1.179,1.448,1.084
1.183,1.455,1.097
1.186,1.461,1.108
1.189,1.466,1.117
1.192,1.470,1.124
1.194,1.473,1.130
1.195,1.476,1.133
1.196,1.477,1.134
1.196,1.477,1.134
1.196,1.476,1.131
1.196,1.475,1.127
1.195,1.472,1.121
1.193,1.469,1.112
1.191,1.464,1.102
1.189,1.459,1.090
1.186,1.453,1.077
1.183,1.446,1.062
1.179,1.438,1.045
1.175,1.429,1.027
1.171,1.420,1.008
1.167,1.411,0.987
1.162,1.401,0.966
1.157,1.390,0.944
1.152,1.379,0.920
1.146,1.368,0.897
1.141,1.356,0.873
1.135,1.344,0.848
1.130,1.333,0.823
1.124,1.321,0.799
1.118,1.309,0.774
1.113,1.298,0.750
1.108,1.286,0.726
1.102,1.275,0.703
1.097,1.265,0.681
1.093,1.255,0.659
1.088,1.245,0.639
1.084,1.236,0.620
1.080,1.227,0.602
1.076,1.220,0.585
1.073,1.213,0.570
1.070,1.206,0.556
1.068,1.201,0.545
1.066,1.197,0.534
1.064,1.193,0.526
1.063,1.191,0.520
1.063,1.189,0.515
1.063,1.188,0.513
1.063,1.188,0.512
1.064,1.190,0.514
1.066,1.192,0.517
1.068,1.195,0.522
1.070,1.199,0.530
1.073,1.205,0.539
1.076,1.211,0.550
1.080,1.218,0.563
1.084,1.225,0.577
1.089,1.234,0.593
1.094,1.243,0.610
1.099,1.253,0.629
1.104,1.264,0.650
1.110,1.275,0.671
1.117,1.287,0.693
1.123,1.299,0.716
1.130,1.312,0.741
1.136,1.325,0.765
1.143,1.338,0.790
1.150,1.351,0.816
1.157,1.364,0.841
1.164,1.378,0.867
1.171,1.391,0.892
1.178,1.404,0.917
1.184,1.417,0.942
1.191,1.429,0.966
1.197,1.442,0.989
1.204,1.453,1.011
1.209,1.465,1.033
1.215,1.475,1.053
1.220,1.485,1.072
1.225,1.495,1.089
1.230,1.503,1.105
1.234,1.511,1.120
1.238,1.518,1.132
1.241,1.524,1.143
1.244,1.529,1.153
1.246,1.533,1.160
1.248,1.536,1.165
1.250,1.539,1.169
1.251,1.540,1.170
1.251,1.540,1.169
1.251,1.540,1.167
1.250,1.538,1.162
1.249,1.535,1.156
1.248,1.532,1.148
1.246,1.527,1.138
1.244,1.522,1.126
1.241,1.516,1.112
1.238,1.509,1.097
1.234,1.501,1.081
1.230,1.493,1.063
1.226,1.483,1.043
1.221,1.474,1.023
1.217,1.464,1.001
1.212,1.453,0.979
1.206,1.442,0.956
1.201,1.431,0.932
1.195,1.419,0.908
1.190,1.408,0.883
1.184,1.396,0.859
1.179,1.384,0.834
1.173,1.372,0.810
1.168,1.361,0.785
1.162,1.349,0.762
1.157,1.338,0.738
1.152,1.328,0.716
1.147,1.318,0.695
1.143,1.308,0.674
1.139,1.299,0.655
1.135,1.290,0.637
1.131,1.283,0.620
1.128,1.276,0.605
1.125,1.270,0.592
1.123,1.264,0.580
1.121,1.260,0.570
1.119,1.256,0.561
1.118,1.254,0.555
1.118,1.252,0.551
1.118,1.251,0.548
1.118,1.251,0.547
1.119,1.253,0.549
1.120,1.255,0.552
1.122,1.258,0.558
1.125,1.262,0.565
1.127,1.268,0.574
1.131,1.274,0.585
1.135,1.281,0.598
1.139,1.288,0.612
1.143,1.297,0.628
1.148,1.306,0.646
1.154,1.316,0.664
1.159,1.327,0.685
1.165,1.338,0.706
1.171,1.350,0.728
1.178,1.362,0.752
1.184,1.375,0.776
1.191,1.387,0.800
1.198,1.401,0.825
1.205,1.414,0.851
1.212,1.427,0.876
1.219,1.441,0.902
1.226,1.454,0.927
1.232,1.467,0.952
1.239,1.480,0.977
1.246,1.492,1.001
1.252,1.505,1.024
1.258,1.516,1.046
1.264,1.528,1.068
1.270,1.538,1.088
1.275,1.548,1.107
1.280,1.557,1.124
1.285,1.566,1.140
1.289,1.574,1.155
1.292,1.581,1.167
1.296,1.587,1.178
1.299,1.592,1.187
1.301,1.596,1.195
1.303,1.599,1.200
1.304,1.602,1.203
1.305,1.603,1.205
1.306,1.603,1.204
1.306,1.602,1.202
1.305,1.601,1.197
1.304,1.598,1.191
1.303,1.595,1.183
1.301,1.590,1.173
1.298,1.585,1.161
1.295,1.579,1.147
1.292,1.572,1.132
1.289,1.564,1.115
1.285,1.555,1.097
1.281,1.546,1.078
1.276,1.537,1.058
1.271,1.526,1.036
1.266,1.516,1.014
1.261,1.505,0.991
1.256,1.494,0.967
1.250,1.482,0.943
1.245,1.470,0.918
1.239,1.459,0.893
1.233,1.447,0.869
1.228,1.435,0.844
1.222,1.424,0.820
1.217,1.412,0.796
1.212,1.401,0.773
1.207,1.391,0.751
1.202,1.380,0.729
1.197,1.371,0.709
1.193,1.362,0.689
1.189,1.353,0.671
1.186,1.346,0.655
1.182,1.339,0.640
1.180,1.332,0.626
1.177,1.327,0.614
1.175,1.322,0.604
1.174,1.319,0.596
1.173,1.316,0.590
1.172,1.315,0.585
1.172,1.314,0.583
1.173,1.314,0.582
1.174,1.315,0.583
1.175,1.318,0.587
1.177,1.321,0.592
1.179,1.325,0.599
1.182,1.330,0.608
1.185,1.336,0.619
1.189,1.343,0.632
1.193,1.351,0.647
1.198,1.360,0.663
1.203,1.369,0.680
1.208,1.379,0.699
1.214,1.390,0.719
1.220,1.401,0.740
1.226,1.413,0.763
1.232,1.425,0.786
1.239,1.437,0.810
1.246,1.450,0.835
1.252,1.463,0.860
1.259,1.477,0.885
1.266,1.490,0.911
1.273,1.503,0.936
1.280,1.516,0.961
1.287,1.530,0.986
1.294,1.542,1.011
1.300,1.555,1.035
1.307,1.567,1.058
1.313,1.579,1.081
1.319,1.590,1.102
1.324,1.601,1.122
1.330,1.611,1.141
1.335,1.620,1.159
1.339,1.629,1.174
1.343,1.636,1.189
1.347,1.643,1.202
1.350,1.649,1.213
1.353,1.655,1.222
1.356,1.659,1.229
1.358,1.662,1.234
1.359,1.664,1.238
1.360,1.665,1.239
1.360,1.666,1.238
1.360,1.665,1.236
1.360,1.663,1.231
1.359,1.661,1.225
1.357,1.657,1.217
1.355,1.653,1.207
1.353,1.647,1.195
1.350,1.641,1.181
1.347,1.634,1.166
1.343,1.626,1.149
1.339,1.618,1.131
1.335,1.609,1.112
1.331,1.599,1.092
1.326,1.589,1.070
1.321,1.578,1.048
1.316,1.567,1.025
1.310,1.556,1.001
1.305,1.545,0.977
1.299,1.533,0.952
1.294,1.521,0.927
1.288,1.509,0.903
1.282,1.498,0.878
1.277,1.486,0.854
1.272,1.475,0.830
1.266,1.464,0.807
1.261,1.453,0.785
1.257,1.443,0.763
1.252,1.433,0.743
1.248,1.424,0.723
1.244,1.416,0.705
1.240,1.408,0.689
1.237,1.401,0.674
1.234,1.395,0.660
1.232,1.389,0.648
1.230,1.385,0.638
1.228,1.381,0.630
1.227,1.379,0.623
1.227,1.377,0.619
1.227,1.376,0.616
1.227,1.377,0.616
1.228,1.378,0.617
1.230,1.380,0.621
1.231,1.383,0.626
1.234,1.388,0.633
1.237,1.393,0.642
1.240,1.399,0.653
1.244,1.406,0.666
1.248,1.413,0.680
1.252,1.422,0.696
1.257,1.431,0.714
1.263,1.441,0.733
1.268,1.452,0.753
1.274,1.463,0.774
1.280,1.475,0.796
1.287,1.487,0.820
1.293,1.500,0.844
1.300,1.513,0.868
1.307,1.526,0.893
1.314,1.539,0.919
1.321,1.552,0.944
1.328,1.566,0.970
1.335,1.579,0.995
1.342,1.592,1.020
1.348,1.605,1.045
1.355,1.617,1.069
1.361,1.630,1.092
1.367,1.641,1.114
1.373,1.653,1.136
1.379,1.663,1.156
1.384,1.673,1.175
1.389,1.682,1.192
1.394,1.691,1.208
1.398,1.699,1.222
1.402,1.706,1.235
1.405,1.712,1.246
1.408,1.717,1.255
1.410,1.721,1.262
1.412,1.724,1.268
1.414,1.727,1.271
1.414,1.728,1.272
1.415,1.728,1.272
1.415,1.727,1.269
1.414,1.726,1.265
1.413,1.723,1.258
1.412,1.720,1.250
1.410,1.715,1.240
1.407,1.710,1.228
1.405,1.703,1.215
1.401,1.696,1.199
1.398,1.689,1.183
1.394,1.680,1.165
1.390,1.671,1.145
1.385,1.661,1.125
1.380,1.651,1.103
1.375,1.641,1.081
1.370,1.630,1.058
1.365,1.618,1.034
1.359,1.607,1.010
1.354,1.595,0.985
1.348,1.583,0.961
1.342,1.572,0.936
1.337,1.560,0.911
1.331,1.548,0.887
1.326,1.537,0.863
1.321,1.526,0.840
1.316,1.515,0.818
1.311,1.505,0.796
1.306,1.495,0.776
1.302,1.486,0.757
1.298,1.478,0.739
1.295,1.470,0.722
1.292,1.463,0.707
1.289,1.457,0.693
1.286,1.452,0.681
1.284,1.447,0.671
1.283,1.444,0.663
1.282,1.441,0.656
1.281,1.439,0.652
1.281,1.439,0.649
1.282,1.439,0.649
1.283,1.440,0.650
1.284,1.442,0.654
1.286,1.446,0.659
1.288,1.450,0.666
1.291,1.455,0.675
1.294,1.461,0.686
1.298,1.468,0.699
1.302,1.476,0.713
1.307,1.484,0.729
1.312,1.493,0.747
1.317,1.503,0.766
1.323,1.514,0.786
1.329,1.525,0.807
1.335,1.537,0.829
1.341,1.549,0.853
1.348,1.562,0.877
1.355,1.575,0.901
1.361,1.588,0.926
1.368,1.601,0.952
1.375,1.614,0.977
1.382,1.628,1.003
1.389,1.641,1.028
1.396,1.654,1.053
1.403,1.667,1.078
1.409,1.679,1.102
1.416,1.692,1.125
1.422,1.703,1.147
1.428,1.715,1.168
1.433,1.725,1.189
1.439,1.735,1.207
1.444,1.745,1.225
1.448,1.753,1.241
1.452,1.761,1.255
1.456,1.768,1.268
1.459,1.774,1.279
1.462,1.779,1.288
1.465,1.783,1.295
1.467,1.786,1.300
1.468,1.789,1.304
1.469,1.790,1.305
1.469,1.790,1.305
1.469,1.789,1.302
1.469,1.788,1.298
1.468,1.785,1.291
1.466,1.781,1.283
1.464,1.777,1.273
1.462,1.772,1.261
1.459,1.765,1.247
1.456,1.758,1.232
1.452,1.751,1.215
1.448,1.742,1.197
1.444,1.733,1.178
1.440,1.723,1.158
1.435,1.713,1.136
1.430,1.703,1.114
1.425,1.692,1.090
1.419,1.680,1.067
1.414,1.669,1.042
1.408,1.657,1.018
1.403,1.645,0.993
1.397,1.633,0.968
1.391,1.622,0.944
1.386,1.610,0.920
1.381,1.599,0.896
1.375,1.588,0.873
1.370,1.577,0.850
1.365,1.567,0.829
1.361,1.557,0.808
1.357,1.548,0.789
1.353,1.540,0.771
1.349,1.532,0.754
1.346,1.525,0.739
1.343,1.519,0.726
1.341,1.514,0.714
1.339,1.509,0.704
1.337,1.505,0.695
1.336,1.503,0.689
1.336,1.501,0.684
1.336,1.500,0.682
1.336,1.501,0.681
1.337,1.502,0.683
1.338,1.504,0.686
1.340,1.507,0.691
1.343,1.512,0.698
1.346,1.517,0.708
1.349,1.523,0.718
1.353,1.530,0.731
1.357,1.537,0.746
1.361,1.546,0.761
1.366,1.555,0.779
1.372,1.565,0.798
1.377,1.576,0.818
1.383,1.587,0.839
1.389,1.599,0.862
1.396,1.611,0.885
1.402,1.624,0.909
1.409,1.636,0.933
1.416,1.650,0.958
1.423,1.663,0.984
1.430,1.676,1.009
1.437,1.689,1.035
1.444,1.703,1.060
1.450,1.716,1.085
1.457,1.729,1.110
1.464,1.741,1.134
1.470,1.753,1.157
1.476,1.765,1.179
1.482,1.776,1.200
1.488,1.787,1.221
1.493,1.797,1.239
1.498,1.806,1.257
1.503,1.815,1.273
1.507,1.823,1.287
1.511,1.829,1.300
1.514,1.835,1.311
1.517,1.841,1.320
1.519,1.845,1.327
1.521,1.848,1.332
1.522,1.850,1.336
1.523,1.851,1.337
1.524,1.852,1.336
1.524,1.851,1.334
1.523,1.849,1.329
1.522,1.847,1.323
1.521,1.843,1.315
1.519,1.839,1.305
1.516,1.833,1.293
1.513,1.827,1.279
1.510,1.820,1.264
1.507,1.812,1.247
1.503,1.804,1.229
1.498,1.795,1.210
1.494,1.785,1.189
1.489,1.775,1.168
1.484,1.764,1.145
1.479,1.753,1.122
1.474,1.742,1.098
1.468,1.730,1.074
1.462,1.719,1.050
1.457,1.707,1.025
1.451,1.695,1.000
1.446,1.683,0.976
1.440,1.672,0.951
1.435,1.660,0.928
1.430,1.649,0.904
1.425,1.639,0.882
1.420,1.629,0.860
1.415,1.619,0.840
1.411,1.610,0.821
1.407,1.601,0.803
1.404,1.594,0.786
1.400,1.587,0.771
1.398,1.580,0.757
1.395,1.575,0.745
1.393,1.571,0.735
1.392,1.567,0.727
1.391,1.564,0.720
1.390,1.563,0.716
1.390,1.562,0.713
1.390,1.562,0.713
1.391,1.563,0.714
1.393,1.566,0.717
1.395,1.569,0.723
1.397,1.573,0.730
1.400,1.578,0.739
1.403,1.584,0.750
1.407,1.591,0.763
1.411,1.599,0.777
1.416,1.607,0.793
1.421,1.617,0.810
1.426,1.627,0.829
1.432,1.637,0.849
1.438,1.649,0.871
1.444,1.660,0.893
1.450,1.672,0.916
1.457,1.685,0.940
1.463,1.698,0.965
1.470,1.711,0.990
1.477,1.724,1.015
1.484,1.738,1.041
1.491,1.751,1.066
1.498,1.764,1.091
1.505,1.777,1.116
1.511,1.790,1.141
1.518,1.803,1.165
1.524,1.815,1.188
1.531,1.827,1.210
1.537,1.838,1.232
1.542,1.848,1.252
1.547,1.858,1.271
1.552,1.868,1.288
1.557,1.876,1.304
1.561,1.884,1.318
1.565,1.891,1.331
1.568,1.897,1.342
1.571,1.902,1.351
1.573,1.906,1.358
1.575,1.909,1.364
1.577,1.912,1.367
1.578,1.913,1.368
1.578,1.913,1.368
1.578,1.912,1.365
1.577,1.911,1.361
1.576,1.908,1.354
1.575,1.905,1.346
1.573,1.900,1.336
1.571,1.895,1.324
1.568,1.888,1.310
1.565,1.881,1.295
1.561,1.874,1.278
1.557,1.865,1.260
1.553,1.856,1.241
1.548,1.846,1.220
1.543,1.836,1.199
1.538,1.826,1.176
1.533,1.815,1.153
1.528,1.803,1.129
1.522,1.792,1.105
1.517,1.780,1.081
1.511,1.768,1.056
1.506,1.756,1.031
1.500,1.745,1.007
1.495,1.733,0.982
1.489,1.722,0.959
1.484,1.711,0.935
1.479,1.700,0.913
1.474,1.690,0.891
1.470,1.680,0.871
1.465,1.671,0.851
1.461,1.663,0.833
1.458,1.655,0.817
1.455,1.648,0.802
1.452,1.642,0.788
1.449,1.636,0.776
1.447,1.632,0.766
1.446,1.628,0.758
1.445,1.626,0.751
1.444,1.624,0.747
1.444,1.623,0.744
1.445,1.623,0.743
1.446,1.625,0.745
1.447,1.627,0.748
1.449,1.630,0.753
1.451,1.634,0.761
1.454,1.639,0.770
1.458,1.645,0.781
1.461,1.652,0.793
1.465,1.660,0.808
1.470,1.669,0.824
1.475,1.678,0.841
1.480,1.688,0.860
1.486,1.699,0.880
1.492,1.710,0.901
1.498,1.721,0.924
1.504,1.734,0.947
1.511,1.746,0.971
1.518,1.759,0.995
1.524,1.772,1.020
1.531,1.785,1.046
1.538,1.799,1.071
1.545,1.812,1.097
1.552,1.825,1.122
1.559,1.838,1.147
1.566,1.851,1.171
1.572,1.864,1.195
1.579,1.876,1.219
1.585,1.888,1.241
1.591,1.899,1.262
1.596,1.909,1.282
1.602,1.919,1.301
1.607,1.929,1.319
1.611,1.937,1.334
1.615,1.945,1.349
1.619,1.952,1.361
1.622,1.958,1.372
1.625,1.963,1.381
1.628,1.967,1.389
1.630,1.970,1.394
1.631,1.973,1.397
1.632,1.974,1.399
1.632,1.974,1.398
1.632,1.973,1.395
1.632,1.972,1.391
1.631,1.969,1.384
1.629,1.965,1.376
1.627,1.961,1.366
1.625,1.956,1.354
1.622,1.949,1.340
1.619,1.942,1.325
1.615,1.935,1.309
1.611,1.926,1.290
1.607,1.917,1.271
1.603,1.907,1.251
1.598,1.897,1.229
1.593,1.887,1.207
1.587,1.875,1.183
1.582,1.864,1.160
1.577,1.853,1.135
1.571,1.841,1.111
1.565,1.829,1.086
1.560,1.817,1.061
1.554,1.806,1.037
1.549,1.794,1.012
1.543,1.783,0.989
1.538,1.772,0.965
1.533,1.761,0.943
